date,coin_id,price,volume,market_cap,daily_return_pct,price_7d_ma,volume_7d_ma
2025-09-25,official-trump,7.703315240651382,190650563.07147205,1540054912.918146,0.9283117182408596,8.13173428143397,256013417.32062337
2025-09-26,official-trump,7.395583937267673,316193774.3983087,1479082014.8210254,-3.9947904735843087,7.950085687290425,267596496.59458032
2025-09-27,official-trump,7.584332909888902,238532993.03114372,1516139881.3658936,2.5521848473666786,7.832158452474016,264347198.68118215
2025-09-28,official-trump,7.572990682353903,132242370.02089596,1514501899.7485745,-0.1495481233453,7.707858019307679,262690984.28019494
2025-09-29,official-trump,7.658976936005536,147298772.55112827,1532165212.1399438,1.1354332424043934,7.605307810583733,261852064.03036928
2025-09-30,official-trump,7.579708572941104,186484117.796298,1515872013.7841196,-1.0349732572216608,7.589624354110017,201265918.26487008
2025-10-01,official-trump,7.376966990284848,246763351.2659898,1475064108.034056,-2.6747939014439837,7.553125038484764,208309420.30503362
2025-10-02,official-trump,7.5836667534458915,203302811.59919664,1516846191.28398,2.8019613403890586,7.536032397455408,210116884.38042286
2025-10-03,official-trump,7.8316408701191325,263753603.9356109,1565291260.2996662,3.2698445848845514,7.598326245005616,202625431.45718032
2025-10-04,official-trump,7.855967738819074,267257841.87461004,1571669237.343069,0.3106228835486835,7.63713122056707,206728981.29196122
2025-10-05,official-trump,7.760945507991513,217673746.24679083,1552197891.7444234,-1.2095547485260538,7.663981909943871,218933463.60994622
2025-10-06,official-trump,7.789576880141556,230482981.96301064,1558163991.8141644,0.3689160311789452,7.682639044820446,230816922.097358
2025-10-07,official-trump,7.95728164705312,251906506.46808076,1592068149.9309978,2.1529380798474884,7.736578055407876,240162977.62189838
2025-10-08,official-trump,7.52996560930673,292940467.32698745,1505560498.559575,-5.370125838195516,7.7584350009824306,246759708.4877552
2025-10-09,official-trump,7.731217450899584,522933896.9649122,1548561329.251174,2.6726794255755415,7.779513672047244,292421292.11142886
2025-10-10,official-trump,7.537901320428197,350530870.69357026,1507524630.9131703,-2.5004616892374987,7.737550879234254,304818044.505423
2025-10-11,official-trump,5.452319228786596,913120874.0071144,1099674413.992653,-27.66794102211897,7.394172520658186,397084191.95292366
2025-10-12,official-trump,5.862213298108585,672506313.6529204,1173654419.9859035,7.517792926684708,7.122925062103481,462060273.01094216
2025-10-13,official-trump,6.209294473553471,435420716.2539082,1241840220.1165504,5.920650747335832,6.897170432590898,491337092.1953561
2025-10-14,official-trump,6.546896792757788,527367138.2606826,1309830319.00216,5.43704797126674,6.695686881977279,530688611.02287066
2025-10-15,official-trump,6.299143221030153,424421628.408103,1259839237.6728904,-3.7842901693776576,6.519855112223482,549471634.0344585
2025-10-16,official-trump,6.057824844181614,336900699.43608403,1211444016.7570884,-3.830971425492924,6.280799025549486,522895462.9589117
2025-10-17,official-trump,5.937272240101245,361206815.4344683,1188147346.037156,-1.9900311940540316,6.052137728359922,524420597.9218971
2025-10-18,official-trump,5.754641903819192,423731394.8412108,1151747705.199647,-3.0759973418186815,6.095326681936006,454507815.1839109
2025-10-19,official-trump,5.877731747784246,193765833.70794067,1175494602.844108,2.1389661776063384,6.097543603318244,386116318.0489138
2025-10-20,official-trump,5.955066493740427,220729494.66400284,1190655071.1279793,1.3157243180642597,6.061225320487809,355446143.53607017
2025-10-21,official-trump,5.977853210062324,258805462.15947905,1196279131.286075,0.382644196262949,5.979933380102743,317080189.80732685
2025-10-22,official-trump,5.873200506664602,383112777.3858476,1174967637.3297958,-1.7506736903737163,5.919084420907664,311178925.3755761
2025-10-23,official-trump,5.714835658237385,312830552.8665557,1142780036.7203684,-2.6963977859688626,5.870085965772774,307740333.0085006
2025-10-24,official-trump,5.862822732749986,228730781.18987733,1172683742.1602223,2.5895245876282003,5.859450321865452,288815185.25927335
2025-10-25,official-trump,5.961286241794044,203254368.40230316,1192411522.553651,1.679455674039665,5.8889709415761455,257318467.1965722
2025-10-26,official-trump,5.990349943683716,145111629.8571159,1198235343.9994,0.48754078752182295,5.90505925527607,250367866.64645436
2025-10-27,official-trump,6.29115531958133,279041483.6204012,1259397004.640144,5.02149922334314,5.953071944681912,258698150.78308272
2025-10-28,official-trump,7.15691544263769,1425312617.2032666,1429487047.3839843,13.761544248663938,6.121509406478394,425342030.0750524
2025-10-29,official-trump,7.203209758099578,1547186092.0943809,1440555177.8561325,0.6468473161788113,6.311510728111961,591638217.8905572
2025-10-30,official-trump,8.23797930285005,2368163931.732766,1647713794.5172503,14.365395143282278,6.6719598201994845,885257272.0143015
2025-10-31,official-trump,7.493423221120519,1781260476.6055284,1497348051.4740152,-9.03809119151271,6.904902747109562,1107047228.5022516
